web_scraper_order,web_scraper_start_url,pagination-selector,title,description,price,image
"1768763543-796","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Triporteur from Heaven - 33cl","Triporteur from Heaven 

Brasserie : Bom

Volume : 33cl

Taux d'alcool : 6.2%

Couleur : Blonde","€3,09","https://cdn.webshopapp.com/shops/65337/files/52895672/325x375x2/triporteur-from-heaven-33cl.jpg"
"1768763543-797","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","St Paul Blonde - 33cl","St Paul Blonde

Brasserie : Sterkens

Volume : 33cl

Taux d'alcool : 5.3%

Couleur : Blonde","€2,03","https://cdn.webshopapp.com/shops/65337/files/452025014/325x375x2/st-paul-blonde-33cl.jpg"
"1768763543-798","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","St Paul Triple - 33cl","St Paul Triple

Brasserie : Sterkens

Volume : 33cl

Taux d'alcool : 7.6%

Couleur : Blonde","€2,39","https://cdn.webshopapp.com/shops/65337/files/452024936/325x375x2/st-paul-triple-33cl.jpg"
"1768763543-799","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Ter Dolen Blonde - 33cl","Ter Dolen Blonde

Brasserie : Ter Dolen

Volume : 33cl

Taux d'alcool : 6.1%

Couleur : Blonde","€2,81","https://cdn.webshopapp.com/shops/65337/files/451872198/325x375x2/ter-dolen-blonde-33cl.jpg"
"1768763543-800","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Bon Secours Ambree - 33cl","Bon Secours Ambree

Brasserie : Caulier

Volume : 33cl

Taux d'alcool : 8%

Couleur : Amber","€3,60","https://cdn.webshopapp.com/shops/65337/files/451838689/325x375x2/bon-secours-ambree-33cl.jpg"
"1768763543-801","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Valduc La Petite Soeur Blanche 33Cl","Valduc La Petite Soeur Blanche 33Cl 

Brewery : Brasserie Valduc-Thor 

Volume : 33Cl 

Alcohol : 5.6% 

Fermentation : Top Fermentation 

Colour : Blond","€3,29","https://cdn.webshopapp.com/shops/65337/files/476984142/325x375x2/valduc-la-petite-soeur-blanche-33cl.jpg"
"1768763543-802","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Surrealiste Calavera 44Cl","Surrealiste Calavera 44Cl 

Brewery : Brasserie Surrealiste 

Volume : 44Cl 

Alcohol : 7% 

Fermentation : Top Fermentation

Colour : Blond","€6,56","https://cdn.webshopapp.com/shops/65337/files/477008549/325x375x2/surrealiste-calavera-44cl.jpg"
"1768763543-803","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Brauw Armout Macleod 33Cl","Brauw Armout Macleod 33Cl 

Brewery : Brauw Genkse Stadsbrouwerij 

Volume : 33Cl 

Alcohol : 8.4% 

Fermentation : Top Fermentation

Colour : Brown / Dark","€3,87","https://cdn.webshopapp.com/shops/65337/files/477030858/325x375x2/brauw-armout-macleod-33cl.jpg"
"1768763543-804","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Kees Export Porter 1750 33CL blik","Kees Export Porter 1750 33CL blik 

Brewery : Kees

Volume : 33Cl 

Alcohol : 10.5% 

Fermentation : Top Fermentation 

Colour : Black","€4,44","https://cdn.webshopapp.com/shops/65337/files/471393630/325x375x2/kees-export-porter-1750-33cl-blik.jpg"
"1768763543-805","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Dochter Esprit de Noel 33Cl","Dochter Esprit de Noel 33Cl 

Brewery : Dochter van de Korenaar

Volume : 33Cl 

Alcohol : 8% 

Fermentation : Top Fermentation

Colour : Brown","€3,91","https://cdn.webshopapp.com/shops/65337/files/471402433/325x375x2/dochter-esprit-de-noel-33cl.jpg"
"1768763543-806","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Meesterke Vals 33Cl","Meesterke Vals 33Cl 

Brewery :  De Meester

Volume : 33Cl 

Alcohol : 9% 

Fermentation : Top Fermentation

Colour : Black","€2,90","https://cdn.webshopapp.com/shops/65337/files/471474612/325x375x2/meesterke-vals-33cl.jpg"
"1768763543-807","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Millevertus Blanchette 33Cl","Millevertus Blanchette 33Cl 

Brewery : Millevertus

Volume : 33Cl 

Alcohol : 5% 

Fermentation : Top Fermentation

Colour : White","€2,76","https://cdn.webshopapp.com/shops/65337/files/471902585/325x375x2/millevertus-blanchette-33cl.jpg"
"1768763543-808","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Ne Flierefluiter Christmas 33Cl","Ne Flierefluiter Christmas 33Cl 

Brewery : Fisser

Volume : 33Cl 

Alcohol : 10% 

Fermentation : Top Fermentation

Colour : Dark","€3,33","https://cdn.webshopapp.com/shops/65337/files/472243127/325x375x2/ne-flierefluiter-christmas-33cl.jpg"
"1768763543-809","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Circus Session IPA 33Cl","Circus Session IPA 33Cl 

Brewery : Circus

Volume : 33Cl 

Alcohol : 4% 

Fermentation : Top Fermentation

Colour : Blond","€2,98","https://cdn.webshopapp.com/shops/65337/files/472247438/325x375x2/circus-session-ipa-33cl.jpg"
"1768763543-810","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","King Mule IPA 33Cl","King Mule IPA 33Cl

Brewery : Cornelissen

Volume : 33Cl 

Alcohol : 5.7% 

Fermentation : Top Fermentation

Colour : Blond","€2,48","https://cdn.webshopapp.com/shops/65337/files/471450019/325x375x2/king-mule-ipa-33cl.jpg"
"1768763543-811","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Enigma Hopnytized DIPAV3 33Cl","Enigma Hopnytized DIPAV3 33Cl 

Brewery : Enigma

Volume : 33Cl 

Alcohol : 9% 

Fermentation : Top Fermentation 

Colour : Blond","€3,48","https://cdn.webshopapp.com/shops/65337/files/472400710/325x375x2/enigma-hopnytized-dipav3-33cl.jpg"
"1768763543-812","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Dominicains Dubbel 6 33Cl","Dominicains Dubbel 6 33Cl 

Brewery : Brasserie des 3F

Volume : 33Cl 

Alcohol : 6.9% 

Fermentation : Top Fermentation

Colour : Blond","€2,58","https://cdn.webshopapp.com/shops/65337/files/473272856/325x375x2/dominicains-dubbel-6-33cl.jpg"
"1768763543-813","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Hofbrouwerijke Hofblues 33Cl","Hofbrouwerijke Hofblues 33Cl 

Brewery : 't Hofbrouwerijke 

Volume : 33Cl 

Alcohol : 5.5% 

Fermentation : Top Fermentation

Colour : Dark","€2,90","https://cdn.webshopapp.com/shops/65337/files/473843881/325x375x2/hofbrouwerijke-hofblues-33cl.jpg"
"1768763543-814","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Barbe X 33Cl","Barbe X 33Cl 

Brewery : Verhaeghe 

Volume : 33Cl 

Alcohol : 10% 

Fermentation : Top Fermentation

Colour : Blond","€3,20","https://cdn.webshopapp.com/shops/65337/files/473845561/325x375x2/barbe-x-33cl.jpg"
"1768763543-815","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","La Senne Bruxellensis 33Cl","La Senne Bruxellensis 33Cl 

Brewery : Brasserie De La Senne

Volume : 33Cl 

Alcohol : 6.5% 

Fermentation : Mixed Fermentation

Colour : Amber","€3,78","https://cdn.webshopapp.com/shops/65337/files/474651874/325x375x2/la-senne-bruxellensis-33cl.jpg"
"1768763543-816","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","De Leite Cuvee Oncle Pol 33Cl","De Leite Cuvee Oncle Pol 33Cl 

Brewery : De Leite

Volume : 33Cl 

Alcohol : 6% 

Fermentation :  Top Fermentation

Colour : Dark","€3,96","https://cdn.webshopapp.com/shops/65337/files/474617826/325x375x2/de-leite-cuvee-oncle-pol-33cl.jpg"
"1768763543-817","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","De Leite Cuvee Jeun'Homme 33Cl","De Leite Cuvee Jeun'Homme 33Cl 

Brewery : De Leite

Volume : 33Cl 

Alcohol : 6% 

Fermentation :  Top Fermentation

Colour : Blond","€3,96","https://cdn.webshopapp.com/shops/65337/files/474613951/325x375x2/de-leite-cuvee-jeunhomme-33cl.jpg"
"1768763543-818","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","De Leite Femme Fatale 33Cl","De Leite Femme Fatale 33Cl 

Brewery :  De Leite

Volume : 33Cl 

Alcohol : 6.5% 

Fermentation : Top Fermentation

Colour : Amber","€3,24","https://cdn.webshopapp.com/shops/65337/files/474613364/325x375x2/de-leite-femme-fatale-33cl.jpg"
"1768763543-819","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Dekoninck Oude Gueuze 37,5Cl","Dekoninck Oude Gueuze 37,5Cl 

Brewery : Dekoninck Geuze

Volume : 37,5Cl 

Alcohol : 7% 

Fermentation : Spontaneous Fermentation

Colour : Blond","€6,34","https://cdn.webshopapp.com/shops/65337/files/474329599/325x375x2/dekoninck-oude-gueuze-375cl.jpg"
"1768763543-820","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Lindemans Framboise 35,5Cl","Lindemans Framboise 35,5Cl

Brewery : Lindemans

Volume : 35,5Cl 

Alcohol : 2.5% 

Fermentation : Spontaneous Fermentation

Colour : Red","€5,23","https://cdn.webshopapp.com/shops/65337/files/473488550/325x375x2/lindemans-framboise-355cl.jpg"
"1768763543-821","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Paljas Blond 33Cl","Paljas Blond 33Cl 

Brewery : De Leite

Volume : 33Cl 

Alcohol : 6% 

Fermentation : Top Fermentation

Colour : Blond","€2,78","https://cdn.webshopapp.com/shops/65337/files/472674410/325x375x2/paljas-blond-33cl.jpg"
"1768763543-822","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Fort Lapin 5 Kriek 33Cl","Fort Lapin 5 Kriek 33Cl 

Brewery : 

Volume : 33Cl 

Alcohol : 5% 

Fermentation : 

Colour :","€2,85","https://cdn.webshopapp.com/shops/65337/files/407079637/325x375x2/fort-lapin-5-kriek-33cl.jpg"
"1768763543-823","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Fort Lapin 6 Hoplapin 33Cl","Fort Lapin 6 Hoplapin 33Cl 

Brewery : 

Volume : 33Cl 

Alcohol : 6%

Fermentation :

Colour :","€2,46","https://cdn.webshopapp.com/shops/65337/files/407080274/325x375x2/fort-lapin-6-hoplapin-33cl.jpg"
"1768763543-824","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Dikke Jan Blond 33Cl","Dikke Jan Blond 33Cl 

Brewery : 

Volume : 33Cl 

Alcohol : 5.5% 

Fermentation : 

Colour :","€2,63","https://cdn.webshopapp.com/shops/65337/files/406899247/325x375x2/dikke-jan-blond-33cl.jpg"
"1768763543-825","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Bière des Amis 0.0% 33Cl","Bière des Amis 0.0% 33Cl

Brewery : Biere des Amis

Volume : 33Cl 

Alcohol : 0.0% 

Fermentation : Top Fermentation

Colour : Blond","€3,63","https://cdn.webshopapp.com/shops/65337/files/406519442/325x375x2/biere-des-amis-00-33cl.jpg"
"1768763543-826","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Ter Dolen Wit - 33cl","Ter Dolen Wit - 33cl","€2,78","https://cdn.webshopapp.com/shops/65337/files/451870918/325x375x2/ter-dolen-wit-33cl.jpg"
"1768763543-827","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Slutte - 33cl","Slutte - 33cl","€3,30","https://cdn.webshopapp.com/shops/65337/files/451870693/325x375x2/slutte-33cl.jpg"
"1768763543-828","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Kees Hazy Sunrise - 33cl","Kees Hazy Sunrise - 33cl","€4,32","https://cdn.webshopapp.com/shops/65337/files/471345247/325x375x2/kees-hazy-sunrise-33cl.jpg"
"1768763543-829","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Jopen Hop Zij Met Ons - 33cl","Jopen Hop Zij Met Ons - 33cl","€3,83","https://cdn.webshopapp.com/shops/65337/files/451833629/325x375x2/jopen-hop-zij-met-ons-33cl.jpg"
"1768763543-830","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Hoogheid IPA - 33cl","Hoogheid IPA - 33cl","€3,94","https://cdn.webshopapp.com/shops/65337/files/452023948/325x375x2/hoogheid-ipa-33cl.jpg"
"1768763543-831","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Amer-Amer - 33cl","Amer-Amer - 33cl","€2,59","https://cdn.webshopapp.com/shops/65337/files/451846238/325x375x2/amer-amer-33cl.jpg"
"1768763543-832","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Kees It's a Blond - 33cl","Kees It's a Blond - 33cl newbeersept2019","€3,46","https://cdn.webshopapp.com/shops/65337/files/452050129/325x375x2/kees-its-a-blond-33cl.jpg"
"1768763543-833","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Franc Belge - 33cl","Franc Belge - 33cl newbeersept2019","€2,57","https://cdn.webshopapp.com/shops/65337/files/452016073/325x375x2/franc-belge-33cl.jpg"
"1768763543-834","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Bux Triple - 33cl","Bux Triple - 33cl","€2,75","https://cdn.webshopapp.com/shops/65337/files/471007329/325x375x2/bux-triple-33cl.jpg"
"1768763543-835","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Belgoo Saisonneke Bio - 33cl","Belgoo Saisonneke Bio - 33cl","€2,75","https://cdn.webshopapp.com/shops/65337/files/451841683/325x375x2/belgoo-saisonneke-bio-33cl.jpg"
"1768763543-836","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Baptist Blanche 33Cl","Baptist Blanche 33Cl

Brewery : Van Steenberge

Volume : 33Cl 

Alcohol : 5% 

Fermentation : Top Fermentation

Colour : Blond","€1,78","https://cdn.webshopapp.com/shops/65337/files/475710316/325x375x2/baptist-blanche-33cl.jpg"
"1768763543-837","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Fagnes Cuvee Constant - 33cl","Fagnes Cuvee Constant - 33cl","€3,44","https://cdn.webshopapp.com/shops/65337/files/451830989/325x375x2/fagnes-cuvee-constant-33cl.jpg"
"1768763543-838","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","La Grelotte - 33cl","La Grelotte - 33cl","€3,37","https://cdn.webshopapp.com/shops/65337/files/452038548/325x375x2/la-grelotte-33cl.jpg"
"1768763543-839","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Rose Hipped Hibiscus Dipped Flower Power Funky Sour - 33cl","Rose Hipped Hibiscus Dipped Flower Power Funky Sour - 33cl","€4,10","https://cdn.webshopapp.com/shops/65337/files/471007165/325x375x2/rose-hipped-hibiscus-dipped-flower-power-funky-sou.jpg"
"1768763543-840","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Ne Flierefluiter 33cl","Ne Flierefluiter 33cl

Origine : 

Brasserie :

Volume :

Taux d'alcool :

Couleur :","€2,88","https://cdn.webshopapp.com/shops/65337/files/90925184/325x375x2/ne-flierefluiter-33cl.jpg"
"1768763543-841","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Jessenhofke Brwn - 33cl","Jessenhofke Brwn

Brasserie : Jessenhofke

Volume : 33cl

Taux d'alcool : 7%

Couleur : Brune","€3,01","https://cdn.webshopapp.com/shops/65337/files/452039439/325x375x2/jessenhofke-brwn-33cl.jpg"
"1768763543-842","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Corsendonk Blanche 33Cl","Corsendonk Blanche 33Cl

Brewery : Corsendonk

Volume : 33Cl

Alcohol : 4.8%

Fermentation : Top Fermentation

Colour : Blond","€2,32","https://cdn.webshopapp.com/shops/65337/files/475710388/325x375x2/corsendonk-blanche-33cl.jpg"
"1768763543-843","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Schuppenaas - 33Cl","Schuppenaas

Brasserie : Het Nest

Volume : 33cl

Taux d'alcool : 6.5%

Couleur : Blonde","€2,74","https://cdn.webshopapp.com/shops/65337/files/471006631/325x375x2/schuppenaas-33cl.jpg"
"1768763543-844","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Lupulus Organicus - 75Cl","Lupulus Organicus

Brasserie : Les 3 Fourquets

Volume : 75cl

Taux d'alcool : 8.5%

Couleur : Blonde","€6,64","https://cdn.webshopapp.com/shops/65337/files/451875306/325x375x2/lupulus-organicus-75cl.jpg"
"1768763543-845","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Kapittel Tripel Abt - 75cl","Kapittel Tripel Abt

Brasserie : Van Eecke

Volume : 75cl

Taux d'alcool : 10%

Couleur : Blonde","€6,14","https://cdn.webshopapp.com/shops/65337/files/452043644/325x375x2/kapittel-tripel-abt-75cl.jpg"
"1768763543-846","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Val Dieu Blonde - 75cl","Val Dieu Blonde

Brasserie : Val Dieu

Volume : 75cl

Taux d'alcool : 6%

Couleur : Blonde","€5,81","https://cdn.webshopapp.com/shops/65337/files/451813735/325x375x2/val-dieu-blonde-75cl.jpg"
"1768763543-847","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Bacchus Vlaams Oud Bruin - 37.5cl","Bacchus Vlaams Oud Bruin

Brasserie : Van Honsebrouck

Volume : 37.5cl

Taux d'alcool : 4.5%

Couleur : Brune","€3,29","https://cdn.webshopapp.com/shops/65337/files/53487510/325x375x2/bacchus-vlaams-oud-bruin-375cl.jpg"
"1768763543-848","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Boon Oude Kriek - 37.5cl","Boon Oude  Kriek

Brasserie : Boon

Volume : 37.5cl

Taux d'alcool : 6.5%

Couleur : Amber","€6,07","https://cdn.webshopapp.com/shops/65337/files/451873717/325x375x2/boon-oude-kriek-375cl.jpg"
"1768763543-849","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Chapeau Abricot - 25cl","Chapeau Abricot

Brasserie : De Troch

Volume : 25cl

Taux d'alcool : 3.5%

Couleur : Blonde","€2,49","https://cdn.webshopapp.com/shops/65337/files/53257676/325x375x2/chapeau-abricot-25cl.jpg"
"1768763543-850","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Kempisch Vuur Triple  - 33cl","Kempisch Vuur Triple 

Brasserie : Pirlot

Volume : 33cl

Taux d'alcool : 7.5%

Couleur : Blonde","€2,86","https://cdn.webshopapp.com/shops/65337/files/452049888/325x375x2/kempisch-vuur-triple-33cl.jpg"
"1768763543-851","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Saxo - 33cl","Saxo

Brasserie : Caracole

Volume : 33cl

Taux d'alcool : 7.5%

Couleur : Blonde","€3,63","https://cdn.webshopapp.com/shops/65337/files/451874248/325x375x2/saxo-33cl.jpg"
"1768763543-852","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Floris Blanche 33Cl","Floris Blanche 33Cl

Brewery : Huyghe

Volume : 33Cl

Alcohol : 4.8%

Fermentation : Top Fermentation

Colour : Blond","€1,95","https://cdn.webshopapp.com/shops/65337/files/475603050/325x375x2/floris-blanche-33cl.jpg"
"1768763543-853","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Silly Saison - 33cl","Silly Saison

Brasserie : Silly 

Volume : 33cl

Taux d'alcool : 5%

Couleur : Blonde","€1,91","https://cdn.webshopapp.com/shops/65337/files/471005390/325x375x2/silly-saison-33cl.jpg"
"1768763543-854","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Helleketelbier - 33cl","Helleketelbier 

Brasserie : De Bie

Volume : 33cl

Taux d'alcool : 7%

Couleur : Amber","€2,93","https://cdn.webshopapp.com/shops/65337/files/451874442/325x375x2/helleketelbier-33cl.jpg"
"1768763543-855","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Kasteelbier Rouge Blik 33Cl","Kasteelbier Rouge Blik 33Cl 

Brewery : Van Honsebrouck

Volume : 33Cl 

Alcohol : 8% 

Fermentation :  Top Fermentation

Colour : Red","€3,22","https://cdn.webshopapp.com/shops/65337/files/471471575/325x375x2/kasteelbier-rouge-blik-33cl.jpg"
"1768763543-856","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Briljant 33Cl","Briljant 33Cl 

Brewery : Vissenberg

Volume : 33Cl 

Alcohol : 8.5% 

Fermentation : Top Fermentation

Colour : Blond","€3,17","https://cdn.webshopapp.com/shops/65337/files/471835451/325x375x2/briljant-33cl.jpg"
"1768763543-857","https://www.belgianbeerfactory.com/fr/biere-belge/?limit=72&max=7&mode=list","https://www.belgianbeerfactory.com/fr/biere-belge/page12.html?limit=72&max=7&mode=list","Millevertus IPApot'ame 33Cl","Millevertus IPApot'ame 33Cl 

Brewery : Millevertus

Volume : 33Cl 

Alcohol : 6% 

Fermentation : Top Fermentation

Colour : Blond","€2,99","https://cdn.webshopapp.com/shops/65337/files/471898152/325x375x2/millevertus-ipapotame-33cl.jpg"
